original_name,original_location,original_postcode,error,last_updated
Central Park Playground,Manchester,M14 5RB,"Valid values for the `fields` param for `place` are 'geometry/location/lng', 'review', 'adr_address', 'geometry/viewport/northeast/lat', 'editorial_summary', 'place_id', 'geometry/location/lat', 'reviews', 'plus_code', 'url', 'formatted_address', 'geometry/viewport/southwest', 'user_ratings_total', 'icon', 'reservable', 'vicinity', 'wheelchair_accessible_entrance', 'address_component', 'serves_wine', 'curbside_pickup', 'type', 'formatted_phone_number', 'geometry/viewport', 'serves_breakfast', 'geometry/viewport/northeast', 'permanently_closed', 'serves_brunch', 'geometry', 'opening_hours', 'serves_dinner', 'takeout', 'serves_beer', 'geometry/viewport/northeast/lng', 'geometry/location', 'business_status', 'serves_lunch', 'secondary_opening_hours', 'geometry/viewport/southwest/lng', 'dine_in', 'delivery', 'website', 'geometry/viewport/southwest/lat', 'international_phone_number', 'serves_vegetarian_food', 'photo', 'name', 'utc_offset', 'rating', 'price_level', 'current_opening_hours', these given field(s) are invalid: 'photos'",2025-05-30T00:41:28.557209
